order_id,product_name,price,order_date
226,Fish son raise.,527.8995071425884,2023-12-12 21:56:32.777701
353,May point you.,862.3054924446416,2023-09-12 16:19:18.702939
584,Which vote air.,64.53516044546015,2024-01-03 11:08:39.848245
176,During plant fill.,360.2505603018934,2023-07-13 13:58:30.036191
951,Send character what.,50.71768080885952,2024-09-18 13:25:07.669706
865,Teach defense heart.,377.6918595322112,2023-06-24 00:24:38.850038
644,Page rock sure if.,519.2433966705746,2020-09-13 07:53:44.264954
608,Next bag both.,362.3773524910877,2020-11-19 19:31:28.522631
988,Major learn skill.,537.586453768442,2022-12-04 22:05:58.309934
23,Against star item.,635.9895275452466,2020-09-12 17:00:47.168248
787,Model great himself.,719.4215494654765,2023-04-01 09:17:26.387765
525,Throughout whole.,897.6733045813834,2021-02-21 10:09:07.753910
47,From add live.,719.6716685892782,2021-12-20 15:39:14.553462
786,Surface call mean.,578.6756842245003,2022-10-17 13:48:06.463769
302,Make argue issue.,642.9838395932243,2024-11-25 05:43:33.808950
586,Together their PM.,433.8143506092008,2020-09-17 06:30:02.318758
664,Form deep tough.,75.08428341543316,2022-08-19 23:29:42.844166
936,Indeed class better.,233.41573513799398,2022-02-02 01:13:31.957094
8,Be way allow.,74.61037951654149,2020-08-05 23:30:23.695906
486,Street religious.,836.1130171030745,2024-01-04 05:04:12.069574
156,Way interesting she.,259.0557279251322,2024-11-20 10:33:26.904822
374,Lose with step.,87.36990806733236,2022-11-19 19:09:29.912288
695,Cold kid save.,816.2983062569297,2020-08-28 16:46:30.377279
50,Hand good suffer.,854.7156597909922,2023-05-13 05:30:41.793143
961,Run floor world.,971.3367894371617,2022-06-29 04:04:14.344941
98,Note gas chair.,520.9284526547127,2020-12-06 23:21:24.407940
78,National herself.,72.85122984792802,2024-07-14 06:34:47.361265
557,Let card student.,749.9716692419452,2021-11-15 04:40:18.568532
385,Billion rest whose.,803.2109827091526,2022-02-24 10:37:32.800567
377,Since figure area.,657.7661725073057,2023-05-09 16:55:14.737879
369,Project firm.,656.3012347810092,2022-09-29 06:50:21.631206
100,View goal picture.,875.5411729617389,2020-05-11 14:32:48.182409
538,Congress entire.,73.11306319167,2023-11-26 04:50:24.661727
103,Throughout federal.,994.0656582446485,2022-10-22 21:08:30.138721
957,Teach there join.,732.1420060492488,2021-12-08 04:58:57.613495
670,Window throw live.,414.9244049320076,2024-03-18 06:03:27.692616
202,Since far war day.,800.7560008542764,2020-12-06 04:25:24.133931
818,Charge former life.,375.50245486893783,2023-02-23 04:35:40.012847
258,Town main reflect.,306.8131440316042,2020-03-31 22:41:01.150975
6,Ok notice end.,371.76376127252274,2020-01-13 01:06:52.371581
602,Bar believe prepare.,973.0407706742307,2022-09-14 20:03:05.879405
209,Practice maybe.,387.1631646614748,2021-01-11 23:45:27.004707
248,Simple prevent.,640.7645216162272,2023-07-26 23:25:18.601023
744,Relate from tell.,177.58034395986812,2020-11-04 00:52:58.692088
238,Drop build modern.,622.2881857404453,2022-09-06 20:57:49.312822
247,Red again pass mean.,735.5318192481448,2023-03-17 15:24:44.499272
18,Congress member.,522.3999333852015,2023-04-06 16:59:29.601721
349,Race only article.,376.7094002841762,2023-03-12 13:12:43.720244
842,Often nearly leave.,38.39139291106852,2023-03-26 09:42:50.504290
691,Choose goal others.,395.28063381994014,2021-03-16 04:19:26.877262
209,Some fine write.,25.709120961074362,2020-07-27 06:40:41.523622
199,Fine walk high.,217.62952128276436,2020-11-10 21:25:21.828997
909,Story character.,180.8184265002275,2022-02-15 20:47:27.143956
710,Break measure once.,769.5109179856839,2024-02-04 17:44:43.420115
659,Drug modern.,423.7799997648426,2023-08-01 13:30:09.710642
282,Watch another she.,55.48059343718448,2020-06-09 19:21:56.983618
384,Determine authority.,148.94373628675638,2022-04-24 13:28:56.545103
189,Agreement agent.,489.1461374800887,2020-09-26 03:01:50.270411
189,Bill center though.,991.5705872596144,2021-10-02 02:46:53.414574
63,Sort Mrs certainly.,160.77055763453473,2023-08-30 05:02:03.682248
753,Top several.,741.6844654123614,2022-05-31 16:09:16.417332
102,Surface available.,480.879146593008,2024-08-25 17:41:19.606641
181,Recent Mr win.,289.2337072085167,2021-06-23 10:01:53.089016
880,Quality court get.,676.17840451283,2020-06-17 00:09:33.218525
423,Weight attorney.,514.2199466867497,2024-08-16 03:13:39.270173
877,Fast market strong.,486.2256591346673,2022-12-12 17:06:29.478261
